0.080,467,224
0.218,467,224
0.315,468,224
0.400,467,224
0.488,467,223
0.565,467,223
0.665,467,224
0.765,468,223
0.849,468,223
0.921,468,223
0.997,468,223
1.090,466,224
1.174,464,227
1.259,457,233
1.343,445,246
1.422,424,262
1.506,398,275
1.591,363,284
1.676,373,294
1.760,367,321
1.845,343,319
1.945,327,317
2.017,321,313
2.108,312,312
2.192,310,311
2.261,310,311
2.346,311,313
2.424,312,319
2.493,316,323
2.562,332,323
2.641,357,324
2.710,384,324
2.810,388,305
2.910,383,282
2.994,410,270
3.079,433,257
3.163,448,244
3.247,457,236
3.326,460,232
3.426,459,234
3.495,451,243
3.579,437,253
3.664,415,266
3.748,387,279
3.826,353,287
3.926,318,289
3.995,286,286
4.079,299,282
4.164,286,257
4.249,279,242
4.327,279,242
4.412,278,242
4.512,277,243
4.596,278,243
4.681,279,243
4.765,283,243
4.843,262,215
4.912,249,203
4.997,248,201
5.081,247,201
5.150,247,201
5.229,247,201
5.297,246,202
5.367,245,202
5.445,246,201
5.514,246,201
5.599,246,202
5.683,246,202
5.768,246,201
5.846,245,202
5.915,246,202
5.999,245,202
6.069,245,202
6.153,246,202
6.253,247,202
6.332,244,199
6.400,234,195
6.485,224,182
6.570,223,181
6.632,220,181
6.717,222,180
6.802,223,181
6.886,223,181
6.971,223,180
7.055,223,181
7.134,225,178
7.218,225,179
7.303,225,179
7.388,224,180
7.488,225,180
7.557,225,180
7.635,225,180
7.719,225,180
7.804,225,180
7.890,223,180
7.957,223,180
8.051,223,180
8.135,223,180
8.204,223,180
8.288,223,180
8.373,223,180
8.457,223,180
8.535,224,180
8.620,223,180
8.720,224,180
8.805,224,179
8.889,224,181
8.974,224,180
9.058,224,180
9.136,225,180
9.221,225,180
9.305,225,180
9.406,225,180
9.475,225,180
9.559,225,180
9.638,225,180
9.722,224,180
9.806,225,180
9.891,225,180
9.975,225,180
10.054,225,180
10.123,224,180
10.207,225,180
10.291,225,180
10.376,225,180
10.461,225,180
10.539,226,180
10.639,225,181
10.708,225,180
10.792,225,180
10.877,225,180
10.962,225,180
11.040,225,180
11.124,225,180
11.224,225,180
11.324,224,180
11.409,225,180
11.494,225,180
11.578,224,180
11.663,224,180
11.741,225,180
11.825,225,180
11.925,225,180
12.010,224,180
12.095,225,180
12.179,225,180
12.257,225,180
12.326,224,180
12.411,225,180
