0.095,460,215
0.272,460,215
0.419,460,215
0.550,461,215
0.651,461,215
0.773,461,215
0.888,461,215
1.010,461,215
1.104,461,215
1.220,461,215
1.336,461,215
1.451,460,216
1.574,457,218
1.690,451,224
1.790,438,236
1.906,418,250
2.022,393,265
2.122,361,273
2.237,323,279
2.353,286,276
2.475,256,266
2.591,229,254
2.707,211,241
2.823,197,230
2.938,189,223
3.069,185,219
3.176,189,224
3.292,199,233
3.408,216,246
3.539,238,260
3.670,267,273
3.777,301,278
3.893,336,279
4.009,368,273
4.141,398,262
4.272,420,246
4.379,435,235
4.495,443,228
4.611,445,225
4.727,445,226
4.887,439,233
5.020,425,244
5.135,405,256
5.249,377,269
5.372,346,276
5.468,310,280
5.582,279,274
5.682,250,267
5.775,228,256
5.882,210,244
5.998,198,237
6.118,194,232
6.232,195,234
